,steps,heart_rate,raw_intensity,feeling_rate,time_of_day
756,1004,80.82,42.16,4,Early Morning
757,157,80.0,32.2,4,Morning
758,44,82.82,29.27,4,Morning
759,408,83.92,43.35,4,Morning
760,209,85.22,34.22,4,Morning
761,329,84.17,34.55,4,Noon
762,262,85.02,28.02,4,Noon
763,995,83.05,43.05,4,Noon
764,652,81.07,35.36,4,Noon
765,3283,83.2,77.17,4,Evening
766,410,88.0,46.07,4,Evening
767,206,85.33,36.67,4,Evening
768,141,83.13,33.28,4,Evening
769,0,115.0,13.0,4,Night
770,0,115.0,30.5,4,Early Morning
771,13,96.0,48.62,4,Early Morning
772,188,87.0,38.0,4,Early Morning
773,871,90.0,67.17,4,Morning
774,138,88.0,35.65,4,Morning
775,217,84.76,44.76,4,Morning
776,1215,82.67,61.39,4,Morning
777,35,83.2,33.59,4,Noon
778,130,87.41,44.34,4,Noon
779,559,87.56,55.96,4,Noon
780,2904,87.0,73.02,4,Noon
781,3219,87.47,75.72,4,Evening
782,1717,82.13,53.04,4,Evening
783,6,80.0,23.69,4,Evening
784,3486,82.0,79.86,4,Evening
785,395,82.67,37.17,4,Night
786,150,89.58,30.18,4,Night
787,0,115.0,27.5,4,Early Morning
788,53,86.2,39.76,4,Early Morning
789,80,86.46,35.16,4,Early Morning
790,176,85.74,37.38,4,Morning
791,20,82.33,32.91,4,Morning
792,166,85.0,42.61,4,Morning
793,379,83.61,43.76,4,Morning
794,186,85.46,45.9,4,Noon
795,34,84.86,27.47,4,Noon
796,280,90.95,61.96,4,Noon
797,724,93.87,76.08,4,Noon
798,1881,96.0,83.32,4,Evening
799,94,81.63,26.24,4,Evening
800,50,86.13,38.3,4,Evening
801,67,86.6,29.79,4,Evening
802,1040,100.36,68.4,4,Early Morning
803,1035,84.84,43.62,4,Early Morning
804,184,84.57,40.1,4,Morning
805,573,87.38,44.78,4,Morning
806,467,91.53,43.5,4,Morning
807,851,88.0,44.17,4,Morning
808,225,86.91,32.42,4,Noon
809,982,87.53,50.68,4,Noon
810,1615,83.19,59.84,4,Noon
811,0,115.0,13.0,4,Noon
812,3342,103.2,86.13,4,Evening
813,86,82.68,43.15,4,Evening
814,1155,90.27,71.07,4,Evening
815,189,83.76,52.18,4,Evening
816,50,84.49,50.6,4,Night
817,71,82.53,48.87,4,Night
818,68,84.0,47.48,4,Night
819,2742,99.0,107.39,4,Night
820,1863,86.45,71.29,4,Morning
821,2642,87.33,68.67,4,Morning
822,468,85.33,46.5,4,Morning
823,448,94.22,89.07,4,Noon
824,612,93.54,72.9,4,Noon
825,68,85.29,33.74,4,Noon
826,179,91.81,67.12,4,Noon
827,1419,90.18,59.1,4,Evening
828,758,85.65,62.32,4,Evening
829,39,84.21,52.55,4,Evening
830,109,85.43,50.08,4,Evening
831,32,85.33,44.19,4,Night
832,27,88.86,45.53,4,Night
833,593,85.11,42.31,4,Night
834,0,101.06,35.62,4,Night
835,135,96.38,34.07,4,Morning
836,328,83.39,47.2,4,Noon
837,402,91.79,60.66,4,Noon
838,191,88.16,50.36,4,Noon
839,188,89.09,36.37,4,Noon
840,200,88.18,38.5,4,Evening
841,1518,82.29,59.44,4,Evening
842,4301,83.2,93.3,4,Evening
843,51,85.1,28.42,4,Evening
844,0,115.0,26.08,4,Early Morning
845,1878,97.63,66.16,4,Early Morning
846,1264,82.74,49.0,4,Early Morning
847,88,80.89,27.93,4,Morning
848,411,86.86,49.36,4,Morning
849,249,83.67,46.78,4,Morning
850,240,82.91,35.46,4,Morning
851,126,83.26,32.92,4,Noon
852,65,81.38,32.1,4,Noon
853,2217,84.0,66.67,4,Noon
854,4634,87.33,93.93,4,Noon
855,1512,84.31,54.22,4,Evening
856,96,82.23,33.91,4,Evening
857,352,90.31,38.0,4,Evening
858,177,88.3,42.0,4,Evening
859,0,115.0,22.5,4,Night
860,0,115.0,19.33,4,Early Morning
861,18,84.33,36.45,4,Early Morning
862,358,88.0,48.68,4,Morning
863,63,84.8,43.37,4,Morning
864,465,86.18,44.93,4,Morning
865,24,85.65,31.67,4,Morning
866,72,92.44,55.48,4,Noon
867,74,86.4,36.63,4,Noon
868,437,96.0,84.6,4,Noon
869,2053,95.16,77.95,4,Noon
870,1295,89.33,70.63,4,Evening
871,295,91.02,68.8,4,Evening
872,38,85.95,29.07,4,Evening
873,308,88.12,51.71,4,Evening
874,1477,109.89,96.24,4,Early Morning
875,1128,85.2,52.02,4,Early Morning
876,162,85.33,30.73,4,Morning
877,241,81.92,36.07,4,Morning
878,392,83.2,36.02,3,Morning
879,53,83.49,28.53,3,Morning
880,203,81.6,35.26,3,Noon
881,2002,82.0,68.97,3,Noon
882,1416,82.46,52.18,3,Noon
883,707,85.07,55.36,4,Noon
884,482,90.8,62.2,4,Evening
885,1084,86.8,60.43,4,Evening
886,3039,86.4,73.58,4,Evening
887,349,84.09,52.48,4,Evening
888,188,89.1,64.05,4,Night
889,432,88.24,67.72,4,Night
890,68,83.02,47.07,4,Night
891,91,84.24,57.08,4,Night
892,0,134.0,27.0,4,Early Morning
893,0,134.0,13.57,4,Early Morning
894,80,89.4,37.85,4,Morning
895,0,87.17,27.33,4,Morning
896,73,89.19,33.63,4,Morning
897,154,84.19,45.98,4,Morning
898,271,85.82,48.64,4,Noon
899,206,83.81,40.3,4,Noon
900,60,85.63,40.74,4,Noon
901,651,91.68,65.85,4,Noon
902,323,88.2,52.73,4,Evening
903,42,83.49,29.98,4,Evening
904,59,86.9,35.31,4,Evening
905,6,80.71,23.44,4,Evening
906,0,81.2,43.2,4,Night
907,524,94.12,72.86,4,Early Morning
908,428,87.36,43.12,4,Early Morning
909,6,84.97,33.66,4,Morning
910,166,86.8,48.42,4,Morning
911,153,88.53,56.04,4,Morning
912,164,94.3,45.95,4,Morning
913,137,90.88,40.05,4,Noon
914,879,93.47,86.45,4,Noon
915,380,136.5,71.78,4,Noon
916,1545,90.67,76.7,4,Noon
917,1806,87.04,64.25,4,Evening
918,510,86.4,56.83,4,Evening
919,32,83.03,46.73,4,Evening
920,28,81.93,35.78,4,Evening
921,10,84.53,34.68,4,Night
922,1425,87.88,61.69,4,Night
923,13,83.42,39.95,4,Night
924,0,115.0,21.0,4,Night
925,30,92.0,45.22,4,Morning
926,2312,89.74,74.95,4,Morning
927,1930,86.5,58.65,4,Morning
928,1171,90.24,58.28,4,Morning
929,690,89.08,57.13,4,Noon
930,1136,87.58,59.62,4,Noon
931,434,84.09,58.3,4,Noon
932,271,91.92,54.33,4,Noon
933,61,92.86,60.7,4,Evening
934,479,86.72,51.33,4,Evening
935,3,83.47,51.98,4,Evening
936,71,86.0,50.53,4,Evening
937,27,87.08,42.69,4,Night
938,0,80.0,26.57,4,Night
939,0,80.0,20.89,4,Night
940,5,80.33,17.0,4,Night
941,83,82.91,38.92,4,Late Night
942,0,80.56,30.46,4,Late Night
943,11,81.12,28.65,4,Late Night
944,0,80.0,27.51,4,Late Night
945,7,82.29,32.04,4,Early Morning
946,16,86.18,14.56,4,Early Morning
947,17,86.86,38.32,4,Early Morning
948,17,83.03,40.56,4,Early Morning
949,11,84.88,44.19,4,Morning
950,15,84.8,52.42,4,Morning
951,9,83.32,36.96,4,Morning
952,0,81.39,26.96,4,Morning
953,0,80.29,22.96,4,Noon
954,18,88.89,46.0,4,Noon
955,7,85.24,37.88,4,Noon
956,21,81.5,39.91,4,Noon
957,60,83.08,43.95,4,Evening
958,49,83.64,33.02,4,Evening
959,0,80.73,27.43,4,Evening
960,0,80.58,36.56,4,Evening
961,45,81.39,28.59,4,Night
962,0,81.48,31.44,4,Night
963,43,83.43,46.3,4,Night
964,0,80.0,28.33,4,Night
965,0,80.0,19.5,4,Late Night
966,7,81.5,27.33,4,Late Night
967,0,80.53,13.35,4,Late Night
968,5,94.55,19.11,4,Late Night
969,0,80.37,24.98,4,Early Morning
970,0,80.0,23.67,4,Early Morning
971,7,80.87,29.33,4,Early Morning
972,0,83.05,27.88,4,Early Morning
973,0,80.0,14.68,4,Morning
974,0,80.0,11.9,4,Morning
975,8,80.5,17.0,4,Morning
976,0,85.09,24.21,4,Morning
977,29,81.92,35.9,4,Noon
978,9,80.0,27.66,4,Noon
979,7,82.44,34.8,4,Noon
980,21,80.28,36.09,4,Noon
981,8,80.86,31.38,4,Evening
982,0,80.26,17.53,4,Evening
983,0,81.67,29.33,4,Evening
984,9,81.42,29.11,4,Evening
985,53,84.73,46.66,4,Night
986,33,86.22,51.04,4,Night
987,28,82.53,38.52,4,Night
988,24,85.33,36.8,4,Night
989,46,81.21,33.29,4,Late Night
990,9,85.07,49.29,4,Late Night
991,0,87.33,9.5,4,Late Night
992,0,87.33,21.0,4,Late Night
993,0,87.33,16.0,4,Early Morning
994,0,87.33,18.0,4,Early Morning
995,0,87.33,19.43,4,Early Morning
996,0,112.6,40.93,4,Morning
997,650,116.0,85.92,4,Morning
998,66,82.04,38.71,4,Noon
999,851,83.51,59.58,4,Noon
1000,6250,87.33,107.97,4,Noon
1001,4972,96.0,100.95,4,Noon
1002,2402,93.0,66.0,4,Evening
1003,6172,87.33,102.17,4,Evening
1004,2817,88.3,85.3,4,Evening
1005,79,85.93,58.73,4,Evening
1006,724,90.8,68.34,4,Night
1007,0,88.35,13.96,4,Night
1008,0,80.27,20.15,4,Night
1009,0,80.0,29.52,4,Night
1010,29,82.17,36.65,4,Late Night
1011,35,80.86,32.76,4,Late Night
1012,9,80.81,37.41,4,Late Night
1013,44,80.84,39.57,4,Late Night
1014,26,82.67,40.19,4,Early Morning
1015,0,81.12,14.75,4,Early Morning
1016,0,89.85,11.87,4,Early Morning
1017,0,81.22,25.19,4,Early Morning
1018,699,91.89,75.32,4,Morning
1019,171,83.14,52.48,4,Morning
1020,41,87.45,46.9,4,Morning
1021,1104,86.8,63.93,4,Morning
1022,2480,93.71,72.6,4,Noon
1023,2058,90.46,67.73,4,Noon
1024,1702,88.0,70.55,4,Noon
1025,16,82.21,43.43,4,Noon
1026,372,81.33,45.67,4,Evening
1027,277,87.27,52.31,4,Evening
1028,25,80.6,37.32,4,Evening
1029,321,85.33,45.54,4,Evening
1030,362,87.69,44.72,4,Night
1031,367,83.92,37.84,4,Night
1032,713,86.04,44.15,4,Night
1033,558,86.63,49.65,4,Night
1034,1686,93.09,72.14,4,Late Night
1035,0,80.0,29.78,4,Late Night
1036,0,87.33,13.0,4,Late Night
1037,0,87.33,8.0,4,Late Night
1038,0,87.33,19.25,4,Early Morning
1039,0,87.33,18.12,4,Early Morning
1040,190,128.0,53.8,4,Early Morning
1041,278,90.04,73.12,4,Early Morning
1042,1407,86.15,66.33,4,Morning
1043,18,85.33,56.98,4,Morning
1044,73,86.4,49.29,4,Morning
1045,203,84.67,57.05,4,Morning
1046,24,82.48,31.18,4,Noon
1047,10,85.07,42.12,4,Noon
1048,28,84.88,39.9,4,Noon
1049,8,86.13,34.3,4,Noon
1050,33,85.79,48.2,4,Evening
1051,0,90.67,35.8,4,Evening
1052,28,86.9,41.42,4,Evening
1053,10,80.53,32.25,4,Evening
1054,0,85.07,31.08,4,Night
1055,0,94.93,26.18,4,Night
1056,77,84.77,49.3,4,Night
1057,0,80.94,21.16,4,Night
1058,6,80.28,33.4,4,Late Night
1059,0,80.0,17.6,4,Late Night
1060,0,80.0,11.33,4,Late Night
1061,0,80.0,12.58,4,Late Night
1062,0,80.53,10.83,4,Early Morning
1063,0,80.0,12.26,4,Early Morning
1064,8,80.46,29.11,4,Early Morning
1065,10,80.6,31.09,4,Early Morning
1066,6,81.36,32.19,4,Morning
1067,0,87.13,30.09,4,Morning
1068,0,80.0,23.06,4,Morning
1069,0,82.57,17.0,4,Morning
1070,57,87.45,63.03,4,Noon
1071,45,83.14,42.73,4,Noon
1072,70,84.44,39.69,4,Noon
1073,26,87.11,40.59,4,Noon
1074,37,80.89,33.12,4,Evening
1075,85,84.65,51.29,4,Evening
1076,444,91.16,77.23,4,Evening
1077,424,88.94,54.09,4,Evening
1078,1071,94.32,64.95,4,Night
1079,161,87.0,31.35,4,Night
1080,693,85.69,44.54,4,Night
1081,2046,84.36,68.39,4,Night
1082,0,80.0,24.78,4,Late Night
1083,11,153.0,30.86,4,Late Night
1084,0,87.33,26.67,4,Late Night
1085,0,87.33,11.25,4,Late Night
1086,0,87.33,15.5,4,Early Morning
1087,0,87.33,12.0,4,Early Morning
1088,28,98.15,41.21,4,Early Morning
1089,419,86.76,61.13,4,Early Morning
1090,0,82.76,28.1,4,Morning
1091,0,84.07,30.47,4,Morning
1092,611,84.52,48.48,4,Morning
1093,388,88.36,58.12,4,Morning
1094,323,85.93,54.37,4,Noon
1095,1138,88.94,62.77,4,Noon
1096,20,83.03,42.28,4,Noon
1097,273,85.95,45.05,4,Noon
1098,271,86.13,45.64,4,Evening
1099,456,84.57,47.32,4,Evening
1100,306,88.0,37.71,4,Evening
1101,168,80.63,39.38,4,Evening
1102,495,81.41,45.15,4,Night
1103,73,85.82,29.12,4,Night
1104,73,128.0,44.45,4,Night
1105,181,91.15,42.35,4,Night
1106,745,85.38,53.26,4,Late Night
1107,1515,85.14,66.6,4,Morning
1108,648,85.85,46.47,4,Morning
1109,880,90.26,48.83,4,Noon
1110,13,85.85,28.7,4,Noon
1111,43,84.67,28.62,4,Noon
1112,959,81.56,48.0,4,Noon
1113,18,80.89,30.76,4,Evening
1114,6,83.69,39.15,4,Evening
1115,264,103.44,62.33,4,Evening
1116,2103,93.0,61.33,4,Evening
1117,331,85.33,43.11,4,Night
1118,39,91.67,42.5,4,Night
1119,134,103.8,63.0,4,Early Morning
1120,2521,85.05,72.02,4,Early Morning
1121,112,82.37,30.34,4,Early Morning
1122,335,84.77,38.9,4,Morning
1123,204,88.0,46.53,4,Morning
1124,221,86.15,32.76,4,Morning
1125,186,86.15,35.49,4,Morning
1126,482,88.7,47.87,4,Noon
1127,530,85.69,51.31,4,Noon
1128,1747,85.76,60.54,4,Noon
1129,1185,82.96,55.83,4,Noon
1130,40,84.43,24.04,4,Evening
1131,388,93.82,89.32,4,Evening
1132,1941,89.45,69.65,4,Evening
1133,55,82.11,37.96,4,Evening
1134,159,90.67,32.94,4,Night
1135,93,90.67,30.92,4,Night
1136,149,87.78,45.0,4,Night
1137,0,115.0,27.67,4,Early Morning
1138,181,91.05,59.17,4,Early Morning
1139,251,83.9,42.46,4,Morning
1140,2018,88.89,61.05,4,Morning
1141,961,85.6,50.4,4,Morning
1142,114,81.25,38.97,4,Morning
1143,340,87.84,31.73,4,Noon
1144,227,86.72,36.12,4,Noon
1145,548,84.92,53.2,4,Noon
1146,1988,90.25,108.52,4,Noon
1147,1517,90.67,85.33,4,Evening
1148,1616,85.6,57.61,4,Evening
1149,1200,82.29,53.22,4,Evening
1150,1087,89.6,48.15,4,Evening
1151,169,88.49,44.03,4,Night
1152,271,85.45,50.19,4,Night
1153,15,86.75,22.12,4,Night
1154,49,102.13,42.71,4,Morning
1155,47,89.92,32.24,4,Morning
1156,50,81.33,28.98,4,Morning
1157,78,85.88,40.11,4,Morning
1158,100,86.81,43.28,4,Noon
1159,496,88.77,64.65,4,Noon
1160,2261,86.15,73.9,4,Noon
1161,1539,85.0,70.82,5,Noon
1162,1309,90.07,60.67,5,Evening
1163,626,89.78,64.54,5,Evening
1164,746,90.26,66.33,5,Evening
1165,1914,81.37,58.1,5,Evening
1166,689,87.78,50.58,5,Night
1167,833,142.0,93.73,5,Early Morning
1168,3221,83.81,81.13,5,Morning
1169,286,84.08,38.88,5,Morning
1170,241,86.9,32.25,5,Morning
1171,106,84.53,33.37,5,Morning
1172,31,85.58,37.25,5,Noon
1173,1382,87.17,67.82,5,Noon
1174,1561,89.6,49.6,5,Noon
1175,0,84.62,23.08,5,Noon
1176,8,85.69,26.98,5,Evening
1177,2609,84.92,80.79,5,Evening
1178,766,85.85,50.29,5,Evening
1179,9,80.0,26.69,5,Evening
1180,47,88.42,46.38,5,Night
1181,1033,86.4,68.5,5,Night
1182,111,122.33,91.25,5,Early Morning
1183,399,81.25,36.48,5,Early Morning
1184,590,83.13,42.71,5,Early Morning
1185,329,90.91,48.22,5,Morning
1186,63,89.6,39.87,5,Morning
1187,59,93.63,35.77,5,Morning
1188,361,92.71,50.65,5,Morning
1189,1146,82.5,55.7,5,Noon
1190,147,88.31,42.95,5,Noon
1191,73,94.49,35.02,5,Noon
1192,0,80.0,27.0,5,Noon
1193,0,87.33,18.29,5,Evening
1194,327,97.48,44.81,5,Evening
1195,4759,89.6,93.36,5,Evening
1196,411,84.0,35.14,5,Night
1197,38,99.0,68.0,5,Night
1198,0,134.0,40.67,5,Night
1199,0,134.0,12.0,5,Late Night
1200,0,134.0,48.67,5,Morning
1201,0,134.0,20.0,5,Morning
1202,0,134.0,19.2,5,Noon
1203,1181,137.33,97.56,5,Early Morning
1204,2456,87.11,67.87,5,Early Morning
1205,154,86.15,37.6,5,Morning
1206,5,81.68,31.46,5,Morning
1207,453,84.09,38.95,5,Morning
1208,367,84.09,44.68,5,Morning
1209,342,84.84,41.97,5,Noon
1210,288,88.47,42.58,5,Noon
1211,2660,82.67,74.19,5,Noon
1212,1340,86.8,69.55,5,Noon
1213,757,85.45,46.18,5,Evening
1214,5151,80.0,95.47,5,Evening
1215,3432,85.6,80.24,5,Evening
1216,198,87.06,32.11,5,Evening
1217,95,85.87,30.53,5,Night
1218,931,102.5,75.8,4,Early Morning
1219,202,90.31,42.95,4,Early Morning
1220,377,88.5,45.98,4,Morning
1221,336,87.83,54.93,4,Morning
1222,85,85.23,39.24,4,Morning
1223,338,84.67,41.7,4,Morning
1224,347,86.74,55.04,4,Noon
1225,1708,88.0,68.38,4,Noon
1226,2774,89.85,72.05,4,Noon
1227,991,96.0,83.8,4,Noon
1228,2797,85.62,84.77,4,Evening
1229,2171,85.18,68.27,4,Evening
1230,621,86.76,50.67,4,Evening
1231,0,81.07,17.33,4,Evening
1232,524,82.6,30.37,4,Night
1233,2414,93.22,74.25,4,Night
1234,0,83.0,40.0,4,Night
1235,103,89.05,48.74,4,Early Morning
1236,153,87.33,44.42,4,Morning
1237,2453,84.0,72.07,4,Morning
1238,150,81.48,35.67,4,Morning
1239,99,83.08,31.75,4,Morning
1240,245,83.4,32.24,4,Noon
1241,194,82.88,36.38,4,Noon
1242,1515,85.54,59.83,4,Noon
1243,732,86.38,42.73,4,Noon
1244,556,84.67,40.88,4,Evening
1245,1146,88.94,68.69,4,Evening
1246,1064,89.33,78.15,4,Evening
1247,2273,85.33,66.02,4,Evening
1248,37,87.85,36.19,4,Night
1249,245,96.57,40.72,4,Early Morning
1250,146,89.14,47.5,4,Morning
1251,30,83.8,33.37,4,Morning
1252,1274,85.94,58.73,4,Morning
1253,8,83.73,31.92,4,Morning
1254,245,87.62,43.07,4,Noon
1255,712,84.76,64.21,4,Noon
1256,89,81.48,44.09,4,Noon
1257,228,88.31,51.6,4,Noon
1258,483,88.35,63.27,4,Evening
1259,405,84.43,47.82,4,Evening
1260,465,83.33,44.93,4,Evening
1261,977,89.76,48.65,4,Evening
1262,16,84.79,34.81,4,Night
1263,48,91.43,57.0,4,Early Morning
1264,313,90.91,47.91,4,Morning
1265,118,86.4,44.21,4,Morning
1266,104,82.77,33.38,4,Morning
1267,136,85.82,36.88,4,Morning
1268,0,80.0,24.46,4,Noon
1269,33,81.07,34.3,4,Noon
1270,948,93.09,79.56,4,Noon
1271,2162,78.86,65.85,3,Noon
1272,559,87.5,45.85,3,Evening
1273,98,89.52,42.45,3,Evening
1274,13,84.0,34.63,3,Evening
1275,9,81.02,33.79,3,Evening
1276,8,83.85,29.3,3,Night
1277,78,82.56,40.65,4,Night
1278,120,94.84,60.38,4,Night
1279,857,95.92,56.24,4,Morning
1280,1865,89.85,69.65,4,Morning
1281,1682,94.22,85.1,4,Morning
1282,1596,88.76,73.23,5,Noon
1283,1459,83.37,52.32,5,Noon
1284,678,85.93,42.46,5,Noon
1285,339,96.41,54.02,4,Noon
1286,133,88.0,51.38,4,Evening
1287,1095,94.4,78.38,4,Evening
1288,253,84.36,54.0,4,Evening
1289,285,85.82,49.92,4,Evening
1290,1903,84.65,61.64,4,Night
1291,608,86.0,39.12,4,Night
1292,0,82.11,15.44,4,Night
1293,36,117.67,65.29,4,Morning
1294,51,92.43,33.85,4,Morning
1295,189,82.91,41.39,4,Morning
1296,2015,84.92,68.18,4,Morning
1297,0,86.29,27.16,4,Noon
1298,31,84.95,32.81,4,Noon
1299,805,84.0,44.98,4,Noon
1300,565,82.04,39.13,2,Noon
1301,2017,96.0,84.29,2,Evening
1302,153,92.0,61.42,2,Evening
1303,162,86.64,44.55,2,Evening
1304,214,89.86,49.37,2,Evening
1305,0,115.0,13.0,3,Night
1306,33,136.5,60.5,3,Early Morning
1307,48,86.05,24.0,3,Morning
1308,0,86.03,26.19,3,Morning
1309,283,84.57,41.9,3,Morning
1310,1594,86.26,56.73,3,Morning
1311,1821,89.38,56.65,3,Noon
1312,37,80.91,26.38,3,Noon
1313,130,80.91,27.98,3,Noon
1314,74,81.56,25.87,3,Noon
1315,70,82.29,32.18,3,Evening
1316,543,83.76,46.64,3,Evening
1317,2325,88.0,69.45,3,Evening
1318,1108,85.05,52.8,3,Evening
1319,770,88.32,58.6,3,Night
1320,45,84.04,36.65,3,Night
1321,29,91.67,34.75,3,Night
1322,409,118.17,85.62,3,Morning
1323,1767,80.84,51.6,3,Noon
1324,1732,91.14,69.32,3,Noon
1325,200,87.84,50.77,3,Noon
1326,402,94.55,80.0,2,Noon
1327,518,92.11,70.28,2,Evening
1328,667,90.67,66.15,2,Evening
1329,0,83.2,31.64,2,Evening
1330,22,82.04,28.24,2,Evening
1331,32,80.43,28.31,2,Night
1332,26,83.85,32.79,4,Night
1333,8,84.43,21.09,4,Night
1334,391,89.39,55.96,4,Night
1335,112,138.17,79.33,4,Morning
1336,2321,87.27,62.05,4,Morning
1337,3738,86.86,93.75,4,Noon
1338,188,94.91,58.68,4,Noon
1339,399,88.0,43.07,4,Noon
1340,99,87.04,45.47,3,Noon
1341,282,88.73,45.68,3,Evening
1342,533,89.14,54.9,3,Evening
1343,71,83.56,30.43,3,Evening
1344,261,86.32,41.76,3,Evening
1345,0,80.87,25.38,3,Night
1346,106,84.38,40.0,4,Night
1347,204,104.05,61.45,4,Morning
1348,3294,84.57,76.36,4,Morning
1349,1758,87.47,61.64,4,Morning
1350,58,83.65,41.38,4,Noon
1351,178,86.67,36.63,4,Noon
1352,174,86.97,31.82,4,Noon
1353,125,86.13,30.96,4,Noon
1354,50,88.4,24.69,4,Evening
1355,79,85.0,32.47,4,Evening
1356,413,86.74,46.3,4,Evening
1357,3810,92.44,87.76,4,Evening
1358,2569,81.78,65.0,4,Night
1359,0,80.38,16.5,4,Night
1360,67,86.81,39.19,4,Morning
1361,213,91.05,39.36,4,Morning
1362,191,83.2,45.92,4,Morning
1363,1008,87.81,45.43,4,Noon
1364,2518,93.33,65.58,4,Noon
1365,324,86.32,53.17,4,Noon
1366,686,89.44,46.79,2,Noon
1367,1995,83.74,56.25,2,Evening
1368,19,82.37,30.57,2,Evening
1369,33,84.82,38.95,2,Evening
1370,1257,84.77,49.62,2,Evening
1371,2246,91.77,69.09,2,Night
1372,504,105.41,65.92,2,Morning
1373,2572,92.24,81.49,2,Morning
1374,2720,86.75,68.85,2,Morning
1375,1824,92.8,65.55,2,Noon
1376,818,87.47,66.81,2,Noon
1377,209,84.93,52.74,2,Noon
1378,1049,86.52,65.4,3,Noon
1379,1352,80.82,47.44,3,Evening
1380,37,82.04,27.06,3,Evening
1381,1199,82.82,57.18,3,Evening
1382,12,82.11,34.34,3,Evening
1383,0,84.52,22.96,3,Night
1384,32,80.0,25.07,4,Night
1385,32,129.0,80.5,4,Night
1386,0,134.0,43.0,4,Night
1387,0,134.0,25.0,4,Late Night
1388,28,102.43,33.91,4,Early Morning
1389,2463,93.47,85.13,4,Morning
1390,7,80.54,32.39,4,Morning
1391,2142,85.93,65.89,4,Morning
1392,410,88.0,38.63,4,Morning
1393,262,88.36,49.61,4,Noon
1394,286,82.78,39.97,4,Noon
1395,292,88.2,47.69,4,Noon
1396,125,86.86,36.55,4,Noon
1397,1616,84.5,59.42,4,Evening
1398,154,90.46,44.98,4,Evening
1399,396,92.0,46.02,4,Evening
1400,78,91.26,31.09,4,Evening
1401,46,88.7,31.3,4,Night
1402,29,88.08,33.27,4,Night
1403,2391,91.87,78.53,4,Morning
1404,562,84.47,49.07,4,Morning
1405,306,87.0,45.73,4,Morning
1406,69,81.54,31.8,4,Noon
1407,547,80.35,39.23,4,Noon
1408,2424,84.5,68.25,4,Noon
1409,16,83.4,38.42,4,Noon
1410,82,85.11,47.19,4,Evening
1411,0,87.41,38.2,4,Evening
1412,23,83.2,31.36,4,Evening
1413,11,82.6,27.32,4,Evening
1414,979,83.2,53.22,4,Night
1415,1412,84.31,50.45,4,Night
1416,10,97.0,35.0,4,Night
1417,436,102.47,57.48,4,Morning
1418,3247,82.67,71.46,4,Morning
1419,2157,88.77,71.09,4,Morning
1420,196,83.56,39.95,4,Morning
1421,63,89.6,41.53,4,Noon
1422,67,85.47,26.73,4,Night
1423,0,89.23,19.63,4,Night
1424,0,102.53,19.43,4,Night
1425,0,116.83,15.27,4,Night
1426,0,107.58,21.75,4,Late Night
1427,10,103.67,25.42,4,Early Morning
1428,34,87.83,24.55,4,Morning
1429,0,104.63,18.57,4,Morning
1430,358,100.29,42.22,2,Morning
1431,78,88.4,24.78,2,Morning
1432,0,84.27,22.1,2,Noon
1433,50,88.04,27.85,2,Noon
1434,0,117.15,17.32,2,Noon
1435,13,112.51,21.92,2,Noon
1436,736,91.88,41.65,2,Evening
1437,753,82.91,40.97,2,Evening
1438,881,81.04,45.5,2,Evening
1439,804,89.0,44.73,4,Evening
1440,1592,85.78,57.88,4,Night
1441,0,97.47,22.55,4,Night
1442,0,116.85,18.42,4,Night
1443,0,112.0,2.0,4,Night
1444,0,112.0,33.0,4,Morning
1445,47,90.67,54.43,4,Morning
1446,1050,89.0,56.3,4,Noon
1447,471,81.33,30.6,4,Noon
1448,268,83.4,33.83,4,Noon
1449,914,85.85,45.02,4,Noon
1450,1933,82.59,60.6,4,Evening
1451,4007,96.0,105.61,4,Evening
1452,27,83.45,20.81,4,Night
1453,0,81.5,17.18,4,Night
1454,128,89.58,27.49,4,Night
1455,0,87.1,20.7,4,Late Night
1456,0,112.0,26.0,4,Early Morning
1457,0,113.03,18.03,4,Morning
1458,0,95.77,18.45,4,Morning
1459,193,97.92,39.17,4,Noon
1460,18,85.97,23.87,4,Noon
1461,24,87.86,28.48,4,Noon
1462,1959,85.63,65.42,4,Noon
1463,741,88.51,49.97,4,Evening
1464,1651,89.04,72.17,4,Evening
1465,1797,85.15,64.15,4,Evening
1466,5188,82.5,109.73,4,Evening
1467,279,81.89,31.55,4,Night
1468,10,81.23,19.25,4,Night
1469,0,88.13,16.35,4,Night
1470,0,84.33,21.35,4,Night
1471,0,88.8,21.07,4,Late Night
1472,0,85.33,25.2,4,Late Night
1473,0,112.0,32.0,4,Early Morning
1474,0,112.0,3.25,4,Early Morning
1475,0,112.0,3.0,4,Morning
1476,0,111.97,20.05,4,Morning
1477,71,85.53,28.03,4,Morning
1478,33,83.0,20.05,4,Morning
1479,0,83.43,22.28,4,Noon
1480,0,82.2,18.4,4,Noon
1481,43,81.32,26.17,4,Noon
1482,0,83.4,19.63,4,Noon
1483,82,84.5,24.02,4,Evening
1484,515,86.7,36.83,4,Evening
1485,91,85.63,29.72,4,Evening
1486,25,82.83,18.68,4,Evening
1487,14,83.89,22.91,4,Night
1488,0,86.4,22.38,4,Night
1489,0,88.47,15.4,4,Night
1490,0,83.26,18.74,4,Night
1491,0,83.93,19.86,4,Noon
1492,445,86.83,34.4,4,Noon
