,steps,steps_so_far,heart_rate,min_heart,max_heart,raw_intensity,feeling_rate,time_of_day,gender
2752,0,0,97.17,121.0,80.0,38.17,3,2,female
2753,195,195,100.29,122.0,80.0,34.32,3,2,female
2754,63,258,83.2,96.0,80.0,42.9,3,3,female
2755,223,481,88.78,122.0,80.0,37.62,3,3,female
2756,2985,3466,85.81,96.0,80.0,71.82,3,3,female
2757,1042,4508,90.53,112.0,80.0,42.73,3,3,female
2758,2905,7413,85.52,96.0,80.0,77.03,3,4,female
2759,770,8183,91.62,106.0,80.0,65.65,3,4,female
2760,1590,9773,89.56,124.0,80.0,65.72,3,4,female
2761,717,10490,104.18,112.0,80.0,57.3,3,4,female
2762,513,11003,81.6,96.0,80.0,40.73,3,5,female
2763,0,11003,81.77,96.0,80.0,39.65,3,5,female
2764,82,11085,80.75,96.0,80.0,41.78,3,5,female
2765,2208,13293,85.67,96.0,80.0,64.43,3,5,female
2766,0,13293,96.0,96.0,96.0,21.0,3,6,female
2767,0,13293,112.0,112.0,112.0,2.25,3,6,female
2768,0,0,112.0,112.0,112.0,21.0,3,2,female
2769,0,0,112.0,112.0,112.0,18.0,3,2,female
2770,0,0,112.0,112.0,112.0,52.0,3,2,female
2771,0,0,112.0,112.0,112.0,20.8,3,3,female
2772,0,0,112.0,112.0,112.0,20.0,3,3,female
2773,24,24,96.64,122.0,80.0,35.12,3,3,female
2774,11,35,91.93,96.0,80.0,41.9,3,3,female
2775,234,269,90.62,106.0,80.0,52.57,3,4,female
2776,1225,1494,90.82,96.0,80.0,64.5,3,4,female
2777,1019,2513,90.1,96.0,80.0,42.82,3,4,female
2778,2478,4991,85.79,96.0,80.0,64.57,3,4,female
2779,2386,7377,85.89,96.0,80.0,64.22,3,5,female
2780,41,7418,112.79,122.0,80.0,24.82,3,5,female
2781,168,7586,88.31,112.0,80.0,40.2,3,5,female
2782,96,7682,91.86,122.0,80.0,38.72,3,5,female
2783,232,7914,83.85,122.0,80.0,33.73,3,6,female
2784,0,7914,80.0,80.0,80.0,32.37,3,6,female
2785,21,21,80.0,80.0,80.0,34.67,3,6,female
2786,0,21,112.0,112.0,112.0,4.0,3,6,female
2787,0,21,112.0,112.0,112.0,17.0,3,2,female
2788,0,21,112.0,112.0,112.0,22.8,3,2,female
2789,0,21,112.0,112.0,112.0,11.5,3,3,female
2790,0,21,112.0,112.0,112.0,6.75,3,3,female
2791,1221,1242,94.77,121.0,80.0,60.92,3,3,female
2792,1954,3196,90.46,96.0,80.0,72.22,3,3,female
2793,1858,5054,82.73,96.0,80.0,56.18,3,4,female
2794,0,5054,84.17,96.0,80.0,25.58,3,4,female
2795,290,5344,94.55,96.0,80.0,65.65,3,4,female
2796,653,5997,95.0,96.0,80.0,54.7,3,4,female
2797,1535,7532,85.0,96.0,80.0,52.22,3,5,female
2798,1792,9324,88.73,96.0,80.0,58.32,3,5,female
2799,714,10038,88.63,106.0,80.0,39.82,3,5,female
2800,0,10038,112.0,112.0,112.0,20.0,3,5,female
2801,0,10038,112.0,112.0,112.0,10.75,3,6,female
2802,0,10038,112.0,112.0,112.0,23.0,3,6,female
2803,0,0,112.0,112.0,112.0,18.5,3,6,female
2804,0,0,112.0,112.0,112.0,15.0,3,2,female
2805,0,0,112.0,112.0,112.0,58.0,3,2,female
2806,0,0,112.0,112.0,112.0,13.5,3,3,female
2807,85,85,96.0,112.0,80.0,57.88,3,3,female
2808,1206,1291,91.87,96.0,80.0,59.75,3,3,female
2809,2638,3929,89.75,96.0,80.0,82.55,3,3,female
2810,1876,5805,88.0,96.0,80.0,66.13,3,4,female
2811,10,5815,88.33,96.0,80.0,33.75,3,4,female
2812,0,5815,88.17,96.0,80.0,38.67,3,4,female
2813,108,5923,84.75,106.0,80.0,31.56,4,4,female
2814,344,6267,90.0,122.0,80.0,33.76,4,5,female
2815,317,6584,83.26,96.0,80.0,42.77,4,5,female
2816,0,6584,81.07,96.0,80.0,35.78,4,5,female
2817,1606,8190,84.15,96.0,80.0,63.48,4,5,female
2818,2409,10599,86.59,96.0,80.0,63.85,4,6,female
2819,0,10599,80.0,80.0,80.0,43.57,4,6,female
2820,0,0,112.0,112.0,112.0,9.67,5,6,female
2821,0,0,112.0,112.0,112.0,12.0,5,2,female
2822,0,0,112.82,121.0,112.0,42.18,5,2,female
2823,0,0,83.4,96.0,80.0,49.33,5,3,female
2824,0,0,84.93,96.0,80.0,45.73,5,3,female
2825,0,0,84.17,112.0,80.0,48.26,5,3,female
2826,166,166,93.78,122.0,80.0,32.64,5,3,female
2827,125,291,82.12,96.0,80.0,45.93,4,4,female
2828,46,337,81.25,96.0,80.0,57.48,4,4,female
2829,210,547,84.87,96.0,80.0,58.93,4,4,female
2830,10,557,90.3,106.0,80.0,46.7,4,4,female
2831,79,636,81.67,96.0,80.0,50.8,4,5,female
2832,0,636,80.6,96.0,80.0,45.33,4,5,female
2833,0,636,89.27,122.0,80.0,39.37,4,5,female
2834,0,636,112.0,112.0,112.0,18.0,4,5,female
2835,0,636,112.0,112.0,112.0,22.6,4,6,female
2836,0,636,112.0,112.0,112.0,20.6,4,6,female
2837,0,0,112.0,112.0,112.0,19.0,3,1,female
2838,0,0,112.0,112.0,112.0,20.0,3,2,female
2839,38,38,86.34,112.0,80.0,45.68,3,2,female
2840,31,69,85.21,106.0,80.0,47.42,3,2,female
2841,25,94,81.02,90.0,80.0,46.75,3,3,female
2842,1040,1134,92.71,106.0,80.0,59.53,3,3,female
2843,1532,2666,88.0,96.0,80.0,64.88,3,3,female
2844,1424,4090,83.05,106.0,80.0,48.98,3,3,female
2845,582,4672,88.17,106.0,80.0,51.07,3,4,female
2846,0,4672,82.13,96.0,80.0,51.67,3,4,female
2847,0,4672,80.67,96.0,80.0,53.25,3,4,female
2848,1598,6270,97.91,124.0,80.0,71.04,3,4,female
2849,652,6922,83.4,96.0,80.0,47.38,4,5,female
2850,0,6922,83.2,96.0,80.0,50.85,4,5,female
2851,25,6947,80.0,80.0,80.0,72.5,4,5,female
2852,0,6947,87.48,87.47572631179189,87.47572631179189,11.6,4,5,female
2853,0,6947,87.48,87.47572631179189,87.47572631179189,20.0,4,6,female
2854,0,6947,116.5,121.0,112.0,28.2,4,6,female
2855,0,0,112.0,112.0,112.0,11.0,5,6,female
2856,0,0,112.0,112.0,112.0,22.0,5,2,female
2857,0,0,112.0,112.0,112.0,22.75,5,2,female
2858,0,0,112.0,112.0,112.0,9.25,5,2,female
2859,0,0,112.0,112.0,112.0,45.0,5,2,female
2860,54,54,85.24,112.0,80.0,49.75,5,3,female
2861,550,604,86.18,96.0,80.0,50.72,5,3,female
2862,871,1475,87.4,96.0,80.0,59.05,5,3,female
2863,3259,4734,82.4,96.0,80.0,78.68,5,4,female
2864,939,5673,91.0,96.0,80.0,52.92,5,4,female
2865,412,6085,82.88,96.0,80.0,43.78,5,4,female
2866,65,6150,83.09,96.0,80.0,43.55,5,4,female
2867,461,6611,86.86,96.0,80.0,48.55,5,5,female
2868,64,6675,84.65,96.0,80.0,39.42,4,5,female
2869,51,6726,82.49,96.0,80.0,40.54,4,5,female
2870,2403,9129,84.4,96.0,80.0,66.28,4,5,female
2871,1604,10733,85.71,112.0,80.0,62.77,4,6,female
2872,0,10733,112.0,112.0,112.0,12.33,4,6,female
2873,0,0,112.0,112.0,112.0,21.0,4,1,female
2874,0,0,112.0,112.0,112.0,24.0,4,2,female
2875,0,0,112.0,112.0,112.0,12.33,4,2,female
2876,0,0,112.0,112.0,112.0,22.0,4,2,female
2877,141,141,87.15,112.0,80.0,58.76,4,2,female
2878,0,141,80.53,96.0,80.0,29.05,4,3,female
2879,44,185,83.49,96.0,80.0,40.08,4,3,female
2880,1120,1305,83.1,96.0,80.0,59.08,4,3,female
2881,943,2248,84.95,96.0,80.0,47.72,4,3,female
2882,997,3245,83.95,96.0,80.0,48.13,4,4,female
2883,19,3264,81.9,90.0,80.0,34.02,4,4,female
2884,0,3264,81.87,96.0,80.0,42.25,4,4,female
2885,0,3264,93.22,122.0,80.0,29.52,4,4,female
2886,81,3345,87.79,112.0,80.0,35.49,4,5,female
2887,0,3345,80.17,90.0,80.0,41.7,4,5,female
2888,0,3345,80.27,96.0,80.0,45.33,4,5,female
2889,44,3389,80.29,96.0,80.0,44.63,4,5,female
2890,0,3389,94.53,122.0,80.0,29.25,4,6,female
2891,0,3389,82.11,112.0,80.0,46.66,4,6,female
2892,0,0,112.0,112.0,112.0,25.0,3,2,female
2893,0,0,112.0,112.0,112.0,23.0,3,2,female
2894,0,0,112.0,112.0,112.0,21.0,3,2,female
2895,0,0,112.71,122.0,112.0,28.29,3,2,female
2896,0,0,101.81,122.0,80.0,30.1,3,3,female
2897,1176,1176,91.11,124.0,80.0,57.24,3,3,female
2898,486,1662,82.78,96.0,80.0,38.37,3,3,female
2899,1008,2670,86.33,96.0,80.0,52.35,3,3,female
2900,36,2706,83.3,96.0,80.0,40.36,3,4,female
2901,25,2731,105.88,122.0,80.0,21.71,3,4,female
2902,0,2731,104.77,122.0,80.0,26.73,3,4,female
2903,0,2731,80.0,80.0,80.0,37.29,3,4,female
2904,0,2731,112.0,112.0,112.0,7.04,3,5,female
2905,0,2731,112.0,112.0,112.0,18.0,3,5,female
2906,0,2731,112.0,112.0,112.0,29.5,3,5,female
2907,0,2731,112.0,112.0,112.0,19.0,3,5,female
2908,0,2731,112.0,112.0,112.0,3.0,3,6,female
2909,0,2731,112.0,112.0,112.0,3.5,3,6,female
2910,0,0,112.0,112.0,112.0,6.0,3,6,female
2911,0,0,116.0,122.0,112.0,35.8,3,2,female
2912,154,154,91.67,112.0,80.0,55.87,3,2,female
2913,28,182,84.39,96.0,80.0,42.65,3,2,female
2914,11,193,80.37,96.0,80.0,37.44,3,3,female
2915,986,1179,99.1,112.0,96.0,54.57,3,3,female
2916,1248,2427,89.57,96.0,80.0,53.37,3,3,female
2917,1789,4216,86.15,96.0,80.0,66.08,3,3,female
2918,34,4250,88.21,122.0,80.0,45.02,3,4,female
2919,15,4265,113.78,122.0,96.0,31.28,3,4,female
2920,2424,6689,83.7,106.0,80.0,59.07,3,4,female
2921,500,7189,96.0,96.0,96.0,68.5,3,4,female
2922,1366,8555,94.67,96.0,80.0,70.28,3,5,female
2923,1888,10443,85.85,106.0,80.0,55.1,3,5,female
2924,239,10682,84.67,96.0,80.0,48.57,3,5,female
2925,18,10700,83.31,96.0,80.0,32.82,3,5,female
2926,0,10700,81.23,96.0,80.0,32.15,3,6,female
2927,0,10700,83.65,96.0,80.0,46.77,3,6,female
2928,0,0,112.0,112.0,112.0,4.0,4,6,female
2929,0,0,112.0,112.0,112.0,22.5,4,2,female
2930,160,160,91.7,112.0,80.0,60.1,4,2,female
2931,96,256,86.69,96.0,80.0,36.38,4,2,female
2932,348,604,82.23,96.0,80.0,41.97,4,2,female
2933,327,931,81.64,96.0,80.0,25.62,4,3,female
2934,598,1529,83.74,96.0,80.0,40.32,4,3,female
2935,203,1732,85.02,96.0,80.0,37.33,4,3,female
2936,227,1959,84.36,112.0,80.0,42.89,4,3,female
2937,0,1959,112.0,112.0,112.0,35.0,4,4,female
2938,0,1959,112.0,112.0,112.0,15.5,4,4,female
2939,0,1959,112.0,112.0,112.0,18.0,4,4,female
2940,0,1959,112.0,112.0,112.0,20.0,3,5,female
2941,0,1959,112.0,112.0,112.0,19.8,3,5,female
2942,2167,4126,92.8,112.0,80.0,68.55,3,5,female
2943,1191,5317,107.67,122.0,80.0,43.23,3,5,female
2944,10,5327,109.0,112.0,96.0,43.81,3,6,female
2945,0,5327,112.0,112.0,112.0,2.0,3,6,female
2946,0,0,112.0,112.0,112.0,3.0,3,6,female
2947,0,0,112.0,112.0,112.0,52.0,4,2,female
2948,41,41,104.73,112.0,96.0,27.36,4,3,female
2949,0,41,104.23,121.0,80.0,40.86,4,3,female
2950,12,53,80.44,96.0,80.0,46.48,4,3,female
2951,10,63,81.13,96.0,80.0,49.63,3,3,female
2952,120,183,84.74,96.0,80.0,46.9,3,4,female
2953,31,214,83.65,96.0,80.0,50.55,3,4,female
2954,658,872,85.96,112.0,80.0,49.9,3,4,female
2955,0,872,82.13,112.0,80.0,37.95,3,4,female
2956,53,925,82.33,96.0,80.0,48.05,3,5,female
2957,11,936,97.5,122.0,80.0,25.12,3,5,female
2958,0,936,112.0,112.0,112.0,58.0,3,5,female
2959,0,936,112.0,112.0,112.0,22.25,3,6,female
2960,0,0,112.0,112.0,112.0,22.0,3,6,female
2961,0,0,112.0,112.0,112.0,16.33,3,2,female
2962,0,0,112.0,112.0,112.0,12.0,3,2,female
2963,35,35,88.62,112.0,80.0,36.74,3,2,female
2964,46,81,83.09,96.0,80.0,38.07,3,2,female
2965,10,91,90.78,122.0,80.0,27.68,3,3,female
2966,182,273,86.4,96.0,80.0,53.93,3,3,female
2967,1728,2001,88.9,106.0,80.0,63.7,3,3,female
2968,521,2522,87.1,96.0,80.0,39.58,3,3,female
2969,2345,4867,87.88,106.0,80.0,66.23,3,4,female
2970,1751,6618,87.31,96.0,80.0,54.62,3,4,female
2971,2212,8830,85.62,96.0,80.0,61.6,3,4,female
2972,438,9268,87.16,96.0,80.0,40.47,3,4,female
2973,60,9328,96.77,122.0,80.0,32.06,3,5,female
2974,53,9381,89.65,122.0,80.0,23.37,3,5,female
2975,12,9393,99.39,122.0,80.0,19.71,4,5,female
2976,14,9407,101.85,122.0,80.0,23.85,4,5,female
2977,10,9417,80.0,80.0,80.0,24.65,4,6,female
2978,420,9837,83.1,96.0,80.0,49.07,3,6,female
2979,0,0,112.0,112.0,112.0,5.0,3,6,female
2980,0,0,112.0,112.0,112.0,18.5,3,2,female
2981,0,0,112.0,112.0,112.0,28.0,3,2,female
2982,84,84,91.08,121.0,80.0,51.22,3,2,female
2983,125,209,93.58,96.0,80.0,59.28,3,2,female
2984,83,292,85.74,96.0,80.0,51.57,3,3,female
2985,54,346,83.37,96.0,80.0,60.0,3,3,female
2986,1755,2101,87.11,96.0,80.0,58.0,3,3,female
2987,1255,3356,88.0,96.0,80.0,66.5,3,3,female
2988,1992,5348,112.0,112.0,112.0,89.31,3,4,female
2989,1675,7023,87.68,96.0,80.0,54.88,3,4,female
2990,2449,9472,101.33,112.0,96.0,77.82,3,4,female
2991,17,9489,83.21,96.0,80.0,38.0,3,4,female
2992,0,9489,112.0,112.0,112.0,29.0,3,5,female
2993,15,9504,101.33,112.0,80.0,48.65,3,5,female
2994,55,9559,87.28,122.0,80.0,31.53,3,5,female
2995,49,9608,93.22,112.0,80.0,40.63,3,6,female
2996,380,9988,90.67,96.0,80.0,60.97,3,6,female
2997,37,37,90.67,96.0,80.0,51.56,3,6,female
2998,0,37,112.0,112.0,112.0,22.5,3,2,female
2999,179,216,98.53,112.0,80.0,54.55,3,2,female
3000,131,347,87.49,106.0,80.0,53.38,3,2,female
3001,182,529,86.05,112.0,80.0,51.56,3,2,female
3002,372,901,84.23,96.0,80.0,44.78,3,3,female
3003,381,1282,81.66,96.0,80.0,32.5,3,3,female
3004,221,1503,83.46,96.0,80.0,34.33,3,3,female
3005,426,1929,86.4,96.0,80.0,49.44,3,3,female
3006,0,1929,112.0,112.0,112.0,30.0,3,4,female
3007,0,1929,112.0,112.0,112.0,33.83,3,4,female
3008,0,1929,87.38,112.0,80.0,46.44,3,4,female
3009,0,1929,80.17,90.0,80.0,43.0,3,4,female
3010,1122,3051,83.9,96.0,80.0,59.92,3,5,female
3011,35,3086,83.79,106.0,80.0,37.28,3,5,female
3012,36,3122,81.28,106.0,80.0,33.9,3,5,female
3013,0,3122,80.19,90.0,80.0,31.07,3,5,female
3014,217,3339,82.29,96.0,80.0,44.42,3,6,female
3015,296,3635,112.0,112.0,112.0,43.22,3,6,female
3016,0,0,112.0,112.0,112.0,21.0,3,2,female
3017,0,0,112.0,112.0,112.0,22.0,3,2,female
3018,0,0,99.2,112.0,80.0,38.28,3,2,female
3019,30,30,85.46,106.0,80.0,39.4,3,2,female
3020,12,42,81.97,96.0,80.0,30.08,3,3,female
3021,24,66,81.36,96.0,80.0,45.6,3,3,female
3022,18,84,80.9,106.0,80.0,46.87,3,3,female
3023,1644,1728,92.81,106.0,80.0,64.0,3,3,female
3024,177,1905,83.76,96.0,80.0,47.11,3,4,female
3025,25,1930,105.14,122.0,80.0,30.94,3,4,female
3026,33,1963,97.09,122.0,80.0,32.42,3,4,female
3027,1300,3263,89.54,96.0,80.0,71.8,3,4,female
3028,165,3428,85.0,96.0,80.0,46.73,3,5,female
3029,1657,5085,84.87,106.0,80.0,60.23,3,5,female
3030,44,5129,83.75,106.0,80.0,22.37,3,5,female
3031,1515,6644,89.79,122.0,80.0,54.28,3,5,female
3032,290,6934,82.85,96.0,80.0,41.78,3,6,female
3033,21,6955,114.27,122.0,96.0,22.46,3,6,female
3034,0,0,112.0,112.0,112.0,25.0,3,6,female
3035,0,0,112.0,112.0,112.0,3.0,3,2,female
3036,0,0,112.0,112.0,112.0,5.0,3,2,female
3037,0,0,112.0,112.0,112.0,15.5,3,2,female
3038,33,33,112.0,122.0,80.0,21.26,3,2,female
3039,12,45,90.37,122.0,80.0,45.17,3,3,female
3040,14,59,81.88,112.0,80.0,52.65,3,3,female
3041,1387,1446,93.81,122.0,80.0,63.46,3,3,female
3042,1273,2719,86.06,106.0,80.0,48.58,3,3,female
3043,684,3403,83.88,96.0,80.0,56.18,3,4,female
3044,546,3949,82.46,96.0,80.0,51.2,3,4,female
3045,1074,5023,92.69,112.0,80.0,55.79,3,4,female
3046,1283,6306,86.76,106.0,80.0,48.81,3,4,female
3047,66,6372,86.4,96.0,80.0,33.77,3,5,female
3048,33,6405,80.0,80.0,80.0,44.18,3,5,female
3049,16,6421,82.93,96.0,80.0,39.47,3,5,female
3050,1460,7881,82.31,96.0,80.0,59.22,3,5,female
3051,834,8715,82.23,96.0,80.0,57.22,3,6,female
3052,10,8725,81.17,90.0,80.0,45.9,3,6,female
3053,0,0,80.45,90.0,80.0,46.95,3,6,female
3054,0,0,112.0,112.0,112.0,24.0,3,2,female
3055,0,0,112.0,112.0,112.0,28.75,3,2,female
3056,98,98,81.59,96.0,80.0,48.14,3,3,female
3057,42,140,80.84,96.0,80.0,46.3,3,3,female
3058,94,234,82.87,96.0,80.0,47.63,3,3,female
3059,966,1200,82.84,106.0,80.0,59.82,3,3,female
3060,944,2144,103.51,122.0,80.0,36.95,3,4,female
3061,1313,3457,92.1,112.0,80.0,52.38,3,4,female
3062,937,4394,92.57,96.0,80.0,63.83,3,4,female
3063,1820,6214,81.83,96.0,80.0,56.57,3,4,female
3064,460,6674,84.04,96.0,80.0,51.92,3,5,female
3065,37,6711,111.35,124.0,90.0,31.05,3,5,female
3066,1571,8282,92.85,106.0,80.0,57.55,3,5,female
3067,15,8297,115.9,122.0,96.0,23.48,3,5,female
3068,0,8297,82.17,96.0,80.0,22.03,3,6,female
3069,0,8297,80.5,90.0,80.0,22.77,3,6,female
3070,0,0,80.0,80.0,80.0,15.5,3,6,female
3071,0,0,112.0,112.0,112.0,18.5,3,2,female
3072,0,0,112.0,112.0,112.0,51.0,3,2,female
3073,0,0,112.0,112.0,112.0,23.75,3,3,female
3074,0,0,112.0,112.0,112.0,21.67,3,3,female
3075,0,0,114.0,122.0,112.0,12.73,3,3,female
3076,111,111,92.53,122.0,80.0,49.68,3,3,female
3077,11,122,91.63,112.0,80.0,42.8,3,4,female
3078,0,122,80.8,96.0,80.0,37.88,3,4,female
3079,71,193,94.15,122.0,80.0,26.9,3,4,female
3080,81,274,100.73,122.0,80.0,33.53,3,4,female
3081,165,439,95.88,122.0,80.0,36.78,3,5,female
3082,353,792,95.07,122.0,80.0,48.97,3,5,female
3083,368,1160,90.29,96.0,80.0,59.87,3,5,female
3084,148,1308,86.72,96.0,80.0,54.45,3,5,female
3085,10,1318,101.33,112.0,96.0,48.33,3,6,female
3086,0,1318,112.0,112.0,112.0,2.5,3,6,female
3087,0,0,112.0,112.0,112.0,2.0,3,1,female
3088,0,0,112.0,112.0,112.0,2.0,3,2,female
3089,0,0,112.0,112.0,112.0,52.0,3,2,female
3090,0,0,112.0,112.0,112.0,3.0,3,3,female
3091,0,0,112.0,112.0,112.0,3.0,3,3,female
3092,0,0,112.0,112.0,112.0,4.5,3,3,female
3093,1785,1785,94.88,122.0,80.0,63.68,3,3,female
3094,721,2506,93.21,106.0,80.0,50.18,3,4,female
3095,1871,4377,83.25,96.0,80.0,59.12,3,4,female
3096,111,4488,81.1,96.0,80.0,38.82,3,4,female
3097,10,4498,81.2,96.0,80.0,36.13,3,4,female
3098,70,4568,88.25,106.0,80.0,40.82,3,5,female
3099,44,4612,89.12,112.0,80.0,21.75,3,5,female
3100,30,4642,98.34,122.0,80.0,28.3,3,5,female
3101,12,4654,83.31,96.0,80.0,29.08,3,5,female
3102,0,4654,80.67,90.0,80.0,31.05,3,6,female
3103,0,4654,85.75,112.0,80.0,26.25,3,6,female
3104,0,0,112.0,112.0,112.0,14.33,3,2,female
3105,0,0,112.0,112.0,112.0,23.0,3,2,female
3106,0,0,112.0,112.0,112.0,22.0,3,2,female
3107,0,0,108.97,122.0,80.0,31.9,3,2,female
3108,191,191,91.73,112.0,80.0,46.65,3,3,female
3109,1271,1462,85.47,96.0,80.0,49.37,3,3,female
3110,740,2202,88.38,96.0,80.0,47.3,3,3,female
3111,1315,3517,83.05,96.0,80.0,48.28,3,3,female
3112,30,3547,86.24,96.0,80.0,44.08,3,4,female
3113,1498,5045,84.92,96.0,80.0,53.38,3,4,female
3114,38,5083,80.9,96.0,80.0,40.62,3,4,female
3115,0,5083,80.0,80.0,80.0,39.37,3,4,female
3116,52,5135,82.44,96.0,80.0,36.32,3,5,female
3117,0,5135,80.0,80.0,80.0,43.63,3,5,female
3118,0,5135,105.7,122.0,80.0,17.85,3,5,female
3119,27,5162,90.48,112.0,80.0,43.72,3,5,female
3120,31,5193,83.43,96.0,80.0,39.39,3,6,female
3121,12,5205,82.37,112.0,80.0,43.19,3,6,female
3122,0,0,112.0,112.0,112.0,20.0,3,2,female
3123,0,0,106.0,112.0,80.0,27.89,3,2,female
3124,21,21,84.49,112.0,80.0,41.05,3,2,female
3125,17,38,80.28,96.0,80.0,43.37,3,2,female
3126,0,38,84.53,122.0,80.0,36.18,3,3,female
3127,84,122,80.6,96.0,80.0,52.1,3,3,female
3128,1847,1969,92.52,96.0,80.0,60.9,3,3,female
3129,1783,3752,89.61,96.0,80.0,64.02,3,3,female
3130,10,3762,81.6,96.0,80.0,39.93,3,4,female
3131,0,3762,81.1,106.0,80.0,39.53,3,4,female
3132,54,3816,82.51,106.0,80.0,41.0,3,4,female
3133,1416,5232,87.21,106.0,80.0,57.58,3,4,female
3134,382,5614,88.0,96.0,80.0,42.95,3,5,female
3135,0,5614,82.0,106.0,80.0,42.23,3,5,female
3136,26,5640,98.5,122.0,80.0,30.39,3,5,female
3137,1767,7407,80.77,106.0,49.0,61.95,3,5,female
3138,10,7417,106.43,122.0,80.0,19.53,3,6,female
3139,0,7417,87.48,87.47572631179189,87.47572631179189,25.0,3,6,female
3140,0,0,87.48,87.47572631179189,87.47572631179189,27.0,3,6,female
3141,0,0,115.0,121.0,112.0,27.0,3,2,female
3142,0,0,112.0,112.0,112.0,24.5,3,2,female
3143,0,0,112.0,112.0,112.0,40.0,3,2,female
3144,0,0,101.33,112.0,80.0,35.53,3,3,female
3145,3306,3306,92.8,96.0,80.0,79.35,3,3,female
3146,1145,4451,88.77,96.0,80.0,60.07,3,3,female
3147,1119,5570,93.17,112.0,80.0,54.79,2,3,female
3148,12,5582,86.32,112.0,80.0,38.72,2,4,female
3149,0,5582,118.0,122.0,112.0,25.12,2,4,female
3150,0,5582,116.14,122.0,112.0,33.14,2,4,female
3151,1663,7245,89.79,108.0,80.0,59.47,3,4,female
3152,0,7245,80.53,96.0,80.0,36.7,3,5,female
3153,0,7245,80.0,80.0,80.0,45.9,3,5,female
3154,42,7287,82.53,96.0,80.0,49.62,3,5,female
3155,1656,8943,89.4,122.0,80.0,59.08,3,5,female
3156,795,9738,89.41,112.0,80.0,52.35,3,6,female
3157,0,9738,112.0,112.0,112.0,18.64,3,6,female
3158,0,0,112.0,112.0,112.0,9.0,3,6,female
3159,0,0,112.0,112.0,112.0,12.0,3,2,female
3160,81,81,87.75,112.0,80.0,40.0,3,2,female
3161,30,111,83.09,96.0,80.0,44.85,3,2,female
3162,64,175,88.33,122.0,80.0,39.93,3,3,female
3163,12,187,83.2,112.0,80.0,43.53,3,3,female
3164,78,265,87.41,96.0,80.0,46.6,3,3,female
3165,2566,2831,86.96,96.0,80.0,73.75,3,3,female
3166,25,2856,86.46,96.0,80.0,45.89,3,4,female
3167,0,2856,112.0,112.0,112.0,19.0,3,4,female
3168,191,3047,112.0,112.0,112.0,69.2,3,4,female
3169,1176,4223,85.72,106.0,80.0,48.02,3,4,female
3170,20,4243,93.45,122.0,80.0,27.83,3,5,female
3171,0,4243,85.33,96.0,80.0,40.44,3,5,female
3172,0,4243,102.4,112.0,96.0,24.4,3,5,female
3173,0,4243,112.0,112.0,112.0,16.0,3,5,female
3174,0,4243,112.0,112.0,112.0,20.0,3,6,female
3175,0,0,112.0,112.0,112.0,4.0,3,6,female
3176,0,0,112.0,112.0,112.0,21.0,3,1,female
3177,0,0,112.0,112.0,112.0,20.5,3,2,female
3178,0,0,112.0,112.0,112.0,22.43,3,2,female
3179,0,0,112.0,112.0,112.0,19.5,3,3,female
3180,449,449,112.0,112.0,112.0,82.1,3,3,female
3181,1892,2341,94.77,96.0,80.0,72.22,3,3,female
3182,1321,3662,88.97,96.0,80.0,50.38,3,3,female
3183,1248,4910,96.0,96.0,96.0,80.59,2,4,female
3184,0,4910,112.0,112.0,112.0,17.0,2,4,female
3185,109,5019,107.2,112.0,96.0,51.07,2,4,female
3186,326,5345,88.16,96.0,80.0,36.5,2,4,female
3187,1417,6762,90.35,96.0,80.0,59.85,3,5,female
3188,614,7376,90.63,106.0,80.0,52.63,3,5,female
3189,0,7376,93.42,122.0,80.0,19.07,3,5,female
3190,22,7398,83.0,112.0,80.0,26.08,3,5,female
3191,123,7521,100.81,122.0,80.0,25.12,3,6,female
3192,36,7557,96.07,122.0,80.0,32.02,3,6,female
3193,0,0,96.0,112.0,80.0,30.0,3,6,female
3194,0,0,112.0,112.0,112.0,22.0,3,2,female
3195,0,0,115.8,122.0,112.0,30.6,3,3,female
3196,44,44,108.32,124.0,80.0,15.81,3,3,female
3197,267,311,85.88,96.0,80.0,56.35,3,3,female
3198,76,387,92.67,122.0,80.0,41.75,3,3,female
3199,22,409,83.9,96.0,80.0,41.28,3,4,female
3200,208,617,82.0,96.0,80.0,48.72,3,4,female
3201,546,1163,90.0,106.0,80.0,59.2,3,4,female
3202,103,1266,89.07,106.0,80.0,54.67,3,4,female
3203,115,1381,90.56,122.0,80.0,28.68,3,5,female
3204,32,1413,89.96,122.0,80.0,29.83,3,5,female
3205,10,1423,87.77,112.0,80.0,25.4,3,5,female
3206,0,1423,102.93,122.0,80.0,19.22,3,5,female
3207,0,1423,111.62,122.0,80.0,21.06,3,6,female
3208,0,1423,117.38,122.0,112.0,16.62,3,6,female
3209,0,0,112.0,112.0,112.0,25.0,3,2,female
3210,0,0,112.0,112.0,112.0,20.0,3,2,female
3211,0,0,90.9,122.0,80.0,37.86,3,2,female
3212,69,69,82.83,106.0,80.0,38.18,3,3,female
3213,891,960,86.67,96.0,80.0,61.93,3,3,female
3214,4764,5724,86.4,96.0,80.0,100.55,3,3,female
3215,1418,7142,88.83,106.0,80.0,51.88,3,3,female
3216,25,7167,95.58,122.0,80.0,22.5,3,4,female
3217,1336,8503,90.0,124.0,80.0,56.67,3,4,female
3218,452,8955,91.77,96.0,80.0,53.75,3,4,female
