,steps,steps_so_far,heart_rate,min_heart,max_heart,raw_intensity,feeling_rate,time_of_day,gender
1251,30,421,83.8,96.0,80.0,33.37,4,3,female
1252,1274,1695,85.94,96.0,80.0,58.73,4,3,female
1253,8,1703,83.73,96.0,80.0,31.92,4,3,female
1254,245,1948,87.62,96.0,80.0,43.07,4,4,female
1255,712,2660,84.76,96.0,80.0,64.21,4,4,female
1256,89,2749,81.48,96.0,80.0,44.09,4,4,female
1257,228,2977,88.31,96.0,80.0,51.6,4,4,female
1258,483,3460,88.35,96.0,80.0,63.27,4,5,female
1259,405,3865,84.43,96.0,80.0,47.82,4,5,female
1260,465,4330,83.33,96.0,80.0,44.93,4,5,female
1261,977,5307,89.76,96.0,80.0,48.65,4,5,female
1262,16,5323,84.79,96.0,80.0,34.81,4,6,female
1263,48,48,91.43,144.0,80.0,57.0,4,2,female
1264,313,361,90.91,96.0,80.0,47.91,4,3,female
1265,118,479,86.4,96.0,80.0,44.21,4,3,female
1266,104,583,82.77,96.0,80.0,33.38,4,3,female
1267,136,719,85.82,96.0,80.0,36.88,4,3,female
1268,0,719,80.0,80.0,80.0,24.46,4,4,female
1269,33,752,81.07,96.0,80.0,34.3,4,4,female
1270,948,1700,93.09,96.0,80.0,79.56,4,4,female
1271,2162,3862,78.86,96.0,49.0,65.85,3,4,female
1272,559,4421,87.5,96.0,80.0,45.85,3,5,female
1273,98,4519,89.52,96.0,80.0,42.45,3,5,female
1274,13,4532,84.0,96.0,80.0,34.63,3,5,female
1275,9,4541,81.02,96.0,80.0,33.79,3,5,female
1276,8,4549,83.85,96.0,80.0,29.3,3,6,female
1277,78,4627,82.56,96.0,80.0,40.65,4,6,female
1278,120,120,94.84,99.0,80.0,60.38,4,6,female
1279,857,977,95.92,155.0,80.0,56.24,4,3,female
1280,1865,2842,89.85,96.0,80.0,69.65,4,3,female
1281,1682,4524,94.22,96.0,80.0,85.1,4,3,female
1282,1596,6120,88.76,96.0,49.0,73.23,5,4,female
1283,1459,7579,83.37,96.0,80.0,52.32,5,4,female
1284,678,8257,85.93,96.0,80.0,42.46,5,4,female
1285,339,8596,96.41,144.0,80.0,54.02,4,4,female
1286,133,8729,88.0,96.0,80.0,51.38,4,5,female
1287,1095,9824,94.4,96.0,80.0,78.38,4,5,female
1288,253,10077,84.36,96.0,80.0,54.0,4,5,female
1289,285,10362,85.82,96.0,80.0,49.92,4,5,female
1290,1903,12265,84.65,115.0,80.0,61.64,4,6,female
1291,608,12873,86.0,96.0,80.0,39.12,4,6,female
1292,0,0,82.11,115.0,80.0,15.44,4,6,female
1293,36,36,117.67,144.0,80.0,65.29,4,3,female
1294,51,87,92.43,124.0,80.0,33.85,4,3,female
1295,189,276,82.91,96.0,80.0,41.39,4,3,female
1296,2015,2291,84.92,96.0,80.0,68.18,4,3,female
1297,0,2291,86.29,96.0,80.0,27.16,4,4,female
1298,31,2322,84.95,96.0,80.0,32.81,4,4,female
1299,805,3127,84.0,96.0,80.0,44.98,4,4,female
1300,565,3692,82.04,96.0,80.0,39.13,2,4,female
1301,2017,5709,96.0,96.0,96.0,84.29,2,5,female
1302,153,5862,92.0,96.0,80.0,61.42,2,5,female
1303,162,6024,86.64,96.0,80.0,44.55,2,5,female
1304,214,6238,89.86,99.0,80.0,49.37,2,5,female
1305,0,6238,115.0,115.0,115.0,13.0,3,6,female
1306,33,33,136.5,144.0,129.0,60.5,3,2,female
1307,48,81,86.05,96.0,80.0,24.0,3,3,female
1308,0,81,86.03,96.0,80.0,26.19,3,3,female
1309,283,364,84.57,96.0,80.0,41.9,3,3,female
1310,1594,1958,86.26,96.0,80.0,56.73,3,3,female
1311,1821,3779,89.38,96.0,80.0,56.65,3,4,female
1312,37,3816,80.91,96.0,80.0,26.38,3,4,female
1313,130,3946,80.91,96.0,80.0,27.98,3,4,female
1314,74,4020,81.56,96.0,80.0,25.87,3,4,female
1315,70,4090,82.29,96.0,80.0,32.18,3,5,female
1316,543,4633,83.76,96.0,80.0,46.64,3,5,female
1317,2325,6958,88.0,96.0,80.0,69.45,3,5,female
1318,1108,8066,85.05,96.0,80.0,52.8,3,5,female
1319,770,8836,88.32,96.0,80.0,58.6,3,6,female
1320,45,8881,84.04,96.0,80.0,36.65,3,6,female
1321,29,29,91.67,115.0,80.0,34.75,3,6,female
1322,409,438,118.17,155.0,96.0,85.62,3,3,female
1323,1767,2205,80.84,96.0,80.0,51.6,3,4,female
1324,1732,3937,91.14,112.0,80.0,69.32,3,4,female
1325,200,4137,87.84,96.0,80.0,50.77,3,4,female
1326,402,4539,94.55,96.0,80.0,80.0,2,4,female
1327,518,5057,92.11,96.0,80.0,70.28,2,5,female
1328,667,5724,90.67,96.0,80.0,66.15,2,5,female
1329,0,5724,83.2,96.0,80.0,31.64,2,5,female
1330,22,5746,82.04,96.0,80.0,28.24,2,5,female
1331,32,5778,80.43,96.0,80.0,28.31,2,6,female
1332,26,5804,83.85,96.0,80.0,32.79,4,6,female
1333,8,8,84.43,96.0,80.0,21.09,4,6,female
1334,391,399,89.39,115.0,80.0,55.96,4,6,female
1335,112,511,138.17,144.0,129.0,79.33,4,3,female
1336,2321,2832,87.27,96.0,80.0,62.05,4,3,female
1337,3738,6570,86.86,96.0,80.0,93.75,4,4,female
1338,188,6758,94.91,96.0,80.0,58.68,4,4,female
1339,399,7157,88.0,96.0,80.0,43.07,4,4,female
1340,99,7256,87.04,96.0,80.0,45.47,3,4,female
1341,282,7538,88.73,96.0,80.0,45.68,3,5,female
1342,533,8071,89.14,96.0,80.0,54.9,3,5,female
1343,71,8142,83.56,96.0,80.0,30.43,3,5,female
1344,261,8403,86.32,96.0,80.0,41.76,3,5,female
1345,0,8403,80.87,96.0,80.0,25.38,3,6,female
1346,106,8509,84.38,96.0,80.0,40.0,4,6,female
1347,204,204,104.05,155.0,80.0,61.45,4,3,female
1348,3294,3498,84.57,96.0,80.0,76.36,4,3,female
1349,1758,5256,87.47,96.0,80.0,61.64,4,3,female
1350,58,5314,83.65,96.0,80.0,41.38,4,4,female
1351,178,5492,86.67,96.0,80.0,36.63,4,4,female
1352,174,5666,86.97,96.0,80.0,31.82,4,4,female
1353,125,5791,86.13,96.0,80.0,30.96,4,4,female
1354,50,5841,88.4,96.0,80.0,24.69,4,5,female
1355,79,5920,85.0,96.0,80.0,32.47,4,5,female
1356,413,6333,86.74,96.0,80.0,46.3,4,5,female
1357,3810,10143,92.44,96.0,80.0,87.76,4,5,female
1358,2569,12712,81.78,96.0,80.0,65.0,4,6,female
1359,0,12712,80.38,83.0,80.0,16.5,4,6,female
1360,67,67,86.81,124.0,80.0,39.19,4,3,female
1361,213,280,91.05,96.0,80.0,39.36,4,3,female
1362,191,471,83.2,96.0,80.0,45.92,4,3,female
1363,1008,1479,87.81,96.0,80.0,45.43,4,4,female
1364,2518,3997,93.33,96.0,80.0,65.58,4,4,female
1365,324,4321,86.32,96.0,80.0,53.17,4,4,female
1366,686,5007,89.44,96.0,80.0,46.79,2,4,female
1367,1995,7002,83.74,96.0,50.0,56.25,2,5,female
1368,19,7021,82.37,96.0,80.0,30.57,2,5,female
1369,33,7054,84.82,96.0,80.0,38.95,2,5,female
1370,1257,8311,84.77,96.0,80.0,49.62,2,5,female
1371,2246,10557,91.77,115.0,80.0,69.09,2,6,female
1372,504,504,105.41,144.0,80.0,65.92,2,3,female
1373,2572,3076,92.24,96.0,80.0,81.49,2,3,female
1374,2720,5796,86.75,96.0,49.0,68.85,2,3,female
1375,1824,7620,92.8,96.0,80.0,65.55,2,4,female
1376,818,8438,87.47,96.0,80.0,66.81,2,4,female
1377,209,8647,84.93,96.0,80.0,52.74,2,4,female
1378,1049,9696,86.52,96.0,80.0,65.4,3,4,female
1379,1352,11048,80.82,96.0,80.0,47.44,3,5,female
1380,37,11085,82.04,96.0,80.0,27.06,3,5,female
1381,1199,12284,82.82,96.0,80.0,57.18,3,5,female
1382,12,12296,82.11,96.0,80.0,34.34,3,5,female
1383,0,12296,84.52,96.0,80.0,22.96,3,6,female
1384,32,12328,80.0,80.0,80.0,25.07,4,6,female
1385,32,32,129.0,129.0,129.0,80.5,4,6,female
1386,0,32,134.0,134.0,134.0,43.0,4,6,female
1387,0,32,134.0,134.0,134.0,25.0,4,1,female
1388,28,60,102.43,134.0,80.0,33.91,4,2,female
1389,2463,2523,93.47,96.0,80.0,85.13,4,3,female
1390,7,2530,80.54,96.0,80.0,32.39,4,3,female
1391,2142,4672,85.93,96.0,80.0,65.89,4,3,female
1392,410,5082,88.0,96.0,80.0,38.63,4,3,female
1393,262,5344,88.36,96.0,80.0,49.61,4,4,female
1394,286,5630,82.78,96.0,80.0,39.97,4,4,female
1395,292,5922,88.2,96.0,80.0,47.69,4,4,female
1396,125,6047,86.86,96.0,80.0,36.55,4,4,female
1397,1616,7663,84.5,96.0,80.0,59.42,4,5,female
1398,154,7817,90.46,96.0,80.0,44.98,4,5,female
1399,396,8213,92.0,96.0,80.0,46.02,4,5,female
1400,78,8291,91.26,96.0,80.0,31.09,4,5,female
1401,46,8337,88.7,96.0,80.0,31.3,4,6,female
1402,29,8366,88.08,115.0,80.0,33.27,4,6,female
1403,2391,2391,91.87,129.0,80.0,78.53,4,3,female
1404,562,2953,84.47,96.0,80.0,49.07,4,3,female
1405,306,3259,87.0,96.0,80.0,45.73,4,3,female
1406,69,3328,81.54,96.0,80.0,31.8,4,4,female
1407,547,3875,80.35,96.0,80.0,39.23,4,4,female
1408,2424,6299,84.5,96.0,80.0,68.25,4,4,female
1409,16,6315,83.4,96.0,80.0,38.42,4,4,female
1410,82,6397,85.11,96.0,80.0,47.19,4,5,female
1411,0,6397,87.41,96.0,80.0,38.2,4,5,female
1412,23,6420,83.2,96.0,80.0,31.36,4,5,female
1413,11,6431,82.6,96.0,80.0,27.32,4,5,female
1414,979,7410,83.2,96.0,80.0,53.22,4,6,female
1415,1412,8822,84.31,96.0,80.0,50.45,4,6,female
1416,10,10,97.0,99.0,96.0,35.0,4,6,female
1417,436,446,102.47,155.0,80.0,57.48,4,3,female
1418,3247,3693,82.67,96.0,80.0,71.46,4,3,female
1419,2157,5850,88.77,96.0,80.0,71.09,4,3,female
1420,196,6046,83.56,96.0,80.0,39.95,4,3,female
1421,358,6404,90.26,96.0,80.0,51.9,4,4,female
1422,103,6507,85.93,96.0,80.0,35.2,4,4,female
1423,172,6679,90.78,96.0,80.0,52.98,4,4,female
1424,1970,8649,91.56,96.0,80.0,78.7,4,4,female
1425,427,9076,96.0,96.0,96.0,85.07,4,5,female
1426,1335,10411,96.0,96.0,96.0,75.87,4,5,female
1427,100,10511,86.52,96.0,80.0,58.65,4,5,female
1428,65,10576,85.82,96.0,80.0,44.8,4,5,female
1429,23,10599,82.24,96.0,80.0,34.9,4,6,female
1430,20,10619,86.33,112.0,80.0,29.85,4,6,female
1431,12,12,96.3,99.0,96.0,35.91,4,6,female
1432,221,233,93.74,155.0,80.0,64.09,4,3,female
1433,87,320,87.68,96.0,80.0,40.54,4,3,female
1434,21,341,82.67,96.0,80.0,25.95,4,4,female
1435,7,348,82.29,96.0,80.0,30.43,4,4,female
1436,464,812,86.55,105.0,80.0,49.92,4,4,female
1437,76,888,86.18,96.0,80.0,38.9,4,4,female
1438,16,904,81.95,96.0,80.0,30.95,4,5,female
1439,94,998,88.62,96.0,80.0,28.66,4,5,female
1440,86,1084,89.89,96.0,80.0,32.47,4,5,female
1441,63,1147,80.68,96.0,80.0,23.78,4,5,female
1442,135,1282,80.67,96.0,80.0,25.82,4,6,female
1443,27,1309,81.85,96.0,80.0,24.7,4,6,female
1444,84,84,81.86,96.0,80.0,29.21,4,6,female
1445,1772,1856,87.27,96.0,80.0,87.69,4,3,female
1446,929,2785,85.33,96.0,80.0,59.98,4,3,female
1447,180,2965,86.1,96.0,80.0,53.7,4,3,female
1448,53,3018,89.14,96.0,80.0,34.31,4,4,female
1449,154,3172,86.47,96.0,80.0,38.69,4,4,female
1450,74,3246,83.45,96.0,80.0,29.84,4,4,female
1451,2356,5602,87.43,96.0,80.0,62.87,4,4,female
1452,350,5952,84.36,96.0,80.0,47.13,4,5,female
1453,279,6231,85.2,96.0,80.0,53.52,4,5,female
1454,129,6360,87.38,96.0,80.0,40.58,4,5,female
1455,156,6516,84.84,96.0,80.0,40.08,4,5,female
1456,20,6536,87.86,96.0,80.0,32.55,4,6,female
1457,51,6587,94.74,115.0,80.0,27.43,4,6,female
1458,213,213,97.94,144.0,80.0,49.48,4,3,female
1459,659,872,90.0,96.0,80.0,63.84,4,3,female
1460,217,1089,90.33,96.0,80.0,39.91,4,4,female
1461,99,1188,87.41,96.0,80.0,38.37,4,4,female
1462,45,1233,88.62,96.0,80.0,34.82,4,4,female
1463,83,1316,83.33,96.0,80.0,34.98,3,4,female
1464,211,1527,86.24,96.0,80.0,46.62,3,5,female
1465,190,1717,86.13,96.0,80.0,46.59,3,5,female
1466,133,1850,84.77,96.0,80.0,45.8,3,5,female
1467,418,2268,85.18,96.0,80.0,64.5,3,5,female
1468,217,2485,86.93,96.0,80.0,34.87,3,6,female
1469,0,2485,115.0,115.0,115.0,18.0,3,6,female
1470,216,216,80.0,80.0,80.0,55.95,4,2,female
1471,105,321,83.91,96.0,80.0,57.53,4,3,female
1472,439,760,86.05,96.0,80.0,44.14,4,3,female
1473,506,1266,95.47,96.0,80.0,72.65,4,3,female
1474,158,1424,85.33,96.0,80.0,32.36,4,3,female
1475,114,1538,86.4,96.0,80.0,56.18,4,4,female
1476,177,1715,84.16,96.0,80.0,41.47,4,4,female
1477,100,1815,91.91,96.0,80.0,36.51,4,4,female
1478,97,1912,81.07,96.0,80.0,32.69,3,4,female
1479,162,2074,91.2,112.0,80.0,38.22,3,5,female
1480,36,2110,88.82,96.0,80.0,48.79,3,5,female
1481,42,2152,83.92,96.0,80.0,41.96,3,5,female
1482,0,2152,80.0,80.0,80.0,23.02,3,5,female
1483,41,2193,80.4,96.0,80.0,35.21,3,6,female
1484,10,2203,82.02,96.0,80.0,36.36,3,6,female
1485,89,89,82.46,96.0,80.0,36.76,3,6,female
1486,111,200,90.96,144.0,80.0,41.16,3,3,female
1487,360,560,82.35,96.0,80.0,41.92,3,3,female
1488,86,646,80.43,96.0,80.0,25.52,3,3,female
1489,3576,4222,92.8,96.0,80.0,91.65,3,4,female
1490,1293,5515,93.71,96.0,80.0,83.92,3,4,female
1491,377,5892,93.89,96.0,80.0,73.53,3,4,female
1492,142,6034,87.84,96.0,80.0,37.08,3,4,female
1493,236,6270,88.18,96.0,80.0,45.6,3,5,female
1494,229,6499,91.64,96.0,80.0,42.86,3,5,female
1495,264,6763,87.15,96.0,80.0,43.29,3,5,female
1496,331,7094,90.59,99.0,80.0,51.91,3,5,female
1497,0,7094,134.0,134.0,134.0,18.0,3,6,female
1498,0,0,134.0,134.0,134.0,16.75,3,6,female
1499,0,0,134.0,134.0,134.0,18.83,3,2,female
1500,0,0,134.0,134.0,134.0,16.67,3,2,female
1501,202,202,91.43,96.0,80.0,73.91,3,3,female
1502,498,700,87.53,96.0,80.0,66.38,3,3,female
1503,1117,1817,92.69,96.0,80.0,71.62,3,3,female
1504,1739,3556,84.19,96.0,49.0,67.0,3,3,female
1505,2416,5972,92.0,96.0,80.0,78.55,3,4,female
1506,934,6906,91.36,115.0,80.0,65.83,3,4,female
1507,774,7680,87.16,96.0,80.0,56.55,3,4,female
1508,176,7856,84.39,96.0,80.0,40.69,3,4,female
1509,7,7863,80.83,96.0,80.0,30.71,3,5,female
1510,374,8237,81.63,96.0,80.0,38.25,3,5,female
1511,1960,10197,87.63,96.0,49.0,64.98,3,5,female
1512,2571,12768,84.67,96.0,80.0,75.45,3,5,female
1513,1758,14526,82.11,96.0,80.0,55.76,3,6,female
1514,4658,19184,99.0,99.0,99.0,100.57,3,6,female
1515,686,686,109.86,144.0,96.0,83.96,3,2,female
1516,4293,4979,91.43,96.0,80.0,92.73,3,2,female
1517,1186,6165,89.08,96.0,80.0,51.52,3,2,female
1518,2801,8966,86.86,96.0,80.0,78.8,3,3,female
1519,3055,12021,93.87,96.0,80.0,79.92,3,3,female
1520,2637,14658,87.38,96.0,80.0,72.33,3,3,female
1521,2065,16723,96.0,96.0,96.0,77.88,3,3,female
1522,2724,19447,85.82,96.0,80.0,75.77,3,4,female
1523,1338,20785,82.4,96.0,80.0,51.14,5,4,female
1524,2543,23328,86.71,96.0,80.0,82.41,5,4,female
1525,4486,27814,91.56,96.0,80.0,105.42,5,4,female
1526,2976,30790,90.06,96.0,49.0,79.98,5,5,female
1527,1798,32588,86.49,96.0,80.0,58.7,5,5,female
1528,1003,33591,84.92,96.0,80.0,48.57,5,5,female
1529,939,34530,81.6,96.0,80.0,48.25,5,5,female
1530,5973,40503,87.48,87.47572631179189,87.47572631179189,108.73,5,6,female
1531,188,40691,107.92,115.0,96.0,49.78,5,6,female
1532,161,161,90.0,108.0,80.0,66.35,5,2,female
1533,3959,4120,89.33,96.0,80.0,87.15,5,2,female
1534,2637,6757,84.87,96.0,80.0,71.87,5,2,female
1535,2458,9215,96.0,96.0,96.0,69.98,5,3,female
1536,2351,11566,86.15,96.0,80.0,68.78,5,3,female
1537,2960,14526,88.0,96.0,80.0,72.07,5,3,female
1538,13,14539,83.31,96.0,80.0,30.22,5,3,female
1539,2129,16668,90.86,96.0,80.0,62.16,5,4,female
1540,4101,20769,91.0,96.0,80.0,84.53,5,4,female
1541,807,21576,92.4,96.0,80.0,52.04,5,4,female
1542,47,21623,83.26,96.0,80.0,39.55,5,4,female
1543,5098,26721,96.0,96.0,96.0,105.58,5,5,female
1544,4791,31512,96.0,96.0,96.0,101.63,5,5,female
1545,4756,36268,82.67,96.0,80.0,93.73,5,5,female
1546,0,36268,82.4,96.0,80.0,32.33,5,5,female
1547,2108,38376,84.8,96.0,80.0,61.34,5,6,female
1548,4256,42632,85.83,96.0,80.0,88.78,5,6,female
1549,0,0,115.0,115.0,115.0,8.0,5,6,female
1550,121,121,94.14,144.0,80.0,65.13,5,2,female
1551,2263,2384,89.85,96.0,80.0,75.15,5,2,female
1552,1267,3651,91.49,96.0,80.0,60.25,5,2,female
1553,2083,5734,90.0,96.0,80.0,70.85,5,3,female
1554,3288,9022,96.0,96.0,96.0,85.47,5,3,female
1555,2553,11575,90.67,96.0,80.0,69.07,5,3,female
1556,1042,12617,91.48,96.0,80.0,41.71,5,3,female
1557,2131,14748,85.14,96.0,80.0,67.17,5,4,female
1558,2414,17162,90.24,96.0,80.0,76.37,5,4,female
1559,328,17490,82.77,96.0,80.0,43.39,5,4,female
1560,2074,19564,93.54,96.0,80.0,72.9,5,4,female
1561,11,19575,85.23,96.0,80.0,33.39,5,5,female
1562,778,20353,100.33,144.0,80.0,60.17,5,5,female
1563,115,20468,82.29,96.0,80.0,35.87,5,5,female
1564,4844,25312,86.4,96.0,80.0,92.92,5,5,female
1565,2637,27949,83.31,96.0,80.0,66.34,5,6,female
1566,8,27957,86.35,115.0,80.0,23.91,5,6,female
1567,98,98,86.67,108.0,80.0,58.59,5,2,female
1568,3540,3638,86.0,96.0,80.0,80.6,5,3,female
1569,611,4249,92.75,115.0,80.0,70.57,5,3,female
1570,0,4249,87.48,87.47572631179189,87.47572631179189,68.0,5,3,female
1571,539,4788,88.59,99.0,80.0,42.78,5,3,female
1572,94,4882,100.56,115.0,96.0,53.69,5,4,female
1573,599,5481,87.82,96.0,80.0,49.77,5,4,female
1574,221,5702,87.84,96.0,80.0,34.43,5,4,female
1575,512,6214,80.0,80.0,80.0,60.29,5,4,female
1576,3547,9761,123.89,139.0,115.0,94.82,5,5,female
1577,742,10503,133.33,145.0,129.0,116.86,5,5,female
1578,2105,12608,115.0,115.0,115.0,94.32,5,5,female
1579,3,12611,81.76,124.0,80.0,31.81,5,5,female
1580,3970,16581,82.13,96.0,80.0,85.0,5,6,female
1581,3037,19618,83.6,115.0,80.0,83.22,5,6,female
1582,6,6,87.48,87.47572631179189,87.47572631179189,56.0,5,6,female
1583,60,66,115.67,155.0,96.0,86.55,5,2,female
1584,1038,1104,93.18,96.0,80.0,61.85,5,2,female
1585,1918,3022,90.32,96.0,80.0,63.12,5,3,female
1586,550,3572,91.73,96.0,80.0,64.24,5,3,female
1587,377,3949,92.4,96.0,80.0,41.96,5,3,female
1588,528,4477,90.53,96.0,80.0,57.64,5,3,female
1589,687,5164,90.22,96.0,80.0,62.2,5,4,female
1590,2008,7172,86.86,96.0,80.0,66.95,5,4,female
1591,1462,8634,85.33,112.0,80.0,66.37,5,4,female
1592,3933,12567,90.0,96.0,80.0,85.75,5,4,female
1593,189,12756,80.91,96.0,80.0,33.16,5,5,female
1594,1666,14422,87.17,96.0,80.0,63.17,5,5,female
1595,320,14742,84.0,96.0,80.0,39.24,5,5,female
1596,0,14742,83.03,96.0,80.0,24.81,5,5,female
1597,52,14794,82.15,96.0,80.0,30.89,5,6,female
1598,449,15243,81.96,96.0,80.0,40.85,5,6,female
1599,1997,1997,90.38,115.0,80.0,70.74,5,6,female
1600,18,2015,95.24,144.0,80.0,31.0,5,3,female
1601,162,2177,88.59,96.0,80.0,35.44,5,3,female
1602,815,2992,87.38,96.0,80.0,69.69,5,3,female
1603,2733,5725,85.82,96.0,80.0,90.54,5,4,female
1604,958,6683,87.15,96.0,80.0,47.32,5,4,female
1605,1362,8045,81.45,96.0,80.0,54.02,5,4,female
1606,112,8157,81.12,96.0,80.0,34.88,5,4,female
1607,777,8934,83.0,96.0,80.0,53.08,5,5,female
1608,2354,11288,86.93,96.0,80.0,67.78,5,5,female
1609,1302,12590,92.14,96.0,80.0,92.35,5,5,female
1610,2987,15577,93.35,112.0,80.0,96.14,5,5,female
1611,83,15660,85.74,96.0,80.0,49.25,5,6,female
1612,42,15702,84.31,96.0,80.0,41.62,5,6,female
1613,19,19,92.75,99.0,80.0,39.0,5,6,female
1614,3,22,89.93,115.0,80.0,42.85,5,2,female
1615,1815,1837,92.0,112.0,80.0,71.6,5,2,female
1616,148,1985,87.51,96.0,80.0,33.28,5,2,female
1617,345,2330,84.57,96.0,80.0,35.17,5,3,female
1618,418,2748,87.11,96.0,80.0,35.0,5,3,female
1619,333,3081,83.52,96.0,80.0,34.38,5,3,female
1620,62,3143,87.11,96.0,80.0,27.57,5,3,female
1621,16,3159,80.57,96.0,80.0,36.93,4,4,female
1622,255,3414,86.34,96.0,80.0,39.08,4,4,female
1623,2524,5938,86.86,96.0,80.0,72.75,4,4,female
1624,2158,8096,83.76,96.0,80.0,69.47,4,4,female
1625,2237,10333,89.0,96.0,80.0,77.81,4,5,female
1626,794,11127,107.0,115.0,99.0,79.71,4,5,female
1627,185,11312,99.09,129.0,80.0,65.65,4,5,female
1628,8,11320,80.2,83.0,80.0,26.67,4,5,female
1629,184,184,91.47,108.0,80.0,50.86,3,2,female
1630,742,926,94.0,96.0,80.0,69.08,3,3,female
1631,971,1897,91.76,96.0,80.0,62.11,3,3,female
1632,175,2072,89.19,96.0,80.0,46.93,3,3,female
1633,290,2362,88.0,96.0,80.0,50.78,3,3,female
1634,19,2381,88.57,96.0,80.0,25.9,3,4,female
1635,377,2758,86.15,96.0,80.0,49.66,3,4,female
1636,1561,4319,83.11,96.0,80.0,57.69,3,4,female
1637,2477,6796,96.0,96.0,96.0,112.55,3,4,female
1638,3534,10330,94.67,96.0,80.0,86.6,3,5,female
1639,2663,12993,82.91,96.0,80.0,64.3,3,5,female
1640,37,13030,87.67,96.0,80.0,26.8,3,5,female
1641,0,13030,85.38,115.0,80.0,28.0,3,5,female
1642,165,165,96.3,155.0,80.0,48.18,3,2,female
1643,382,547,86.86,96.0,80.0,50.41,3,3,female
1644,194,741,90.09,96.0,80.0,46.65,3,3,female
1645,430,1171,85.5,96.0,80.0,46.28,3,3,female
1646,847,2018,88.59,96.0,80.0,45.91,3,3,female
1647,77,2095,86.13,96.0,80.0,36.46,3,4,female
1648,53,2148,85.02,96.0,80.0,34.35,3,4,female
1649,2687,4835,86.07,96.0,80.0,65.78,3,4,female
1650,1879,6714,91.29,96.0,80.0,66.88,3,4,female
1651,41,6755,83.38,96.0,80.0,27.39,3,5,female
1652,61,6816,82.78,96.0,80.0,34.14,3,5,female
1653,26,6842,82.76,96.0,80.0,34.09,3,5,female
1654,169,7011,87.08,96.0,80.0,31.97,3,5,female
1655,43,7054,90.37,96.0,80.0,30.59,3,6,female
1656,103,7157,82.91,96.0,80.0,38.87,3,6,female
1657,59,59,89.17,124.0,80.0,35.81,3,2,female
1658,221,280,85.91,96.0,80.0,45.0,3,2,female
1659,205,485,84.32,96.0,80.0,38.94,3,3,female
1660,94,579,86.77,96.0,80.0,44.26,3,3,female
1661,81,660,83.14,96.0,80.0,39.42,3,3,female
1662,30,690,81.96,96.0,80.0,30.93,3,3,female
1663,96,786,85.44,96.0,80.0,35.04,3,4,female
1664,0,786,89.6,96.0,80.0,35.5,3,4,female
1665,19,805,83.56,96.0,80.0,30.07,3,4,female
1666,1590,2395,84.41,96.0,80.0,62.89,3,4,female
1667,4926,7321,96.0,96.0,96.0,89.23,3,5,female
1668,1009,8330,92.1,96.0,80.0,58.31,3,5,female
1669,121,8451,85.45,96.0,80.0,30.82,3,5,female
1670,61,8512,81.78,96.0,80.0,24.51,3,5,female
1671,31,8543,80.0,80.0,80.0,20.89,3,6,female
1672,171,171,91.33,155.0,80.0,41.85,3,2,female
1673,110,281,86.47,96.0,80.0,42.43,3,3,female
1674,110,391,84.83,96.0,80.0,41.37,3,3,female
1675,286,677,88.76,96.0,80.0,42.58,3,3,female
1676,308,985,89.37,96.0,80.0,45.03,3,3,female
1677,169,1154,85.21,96.0,80.0,38.48,3,4,female
1678,127,1281,88.17,96.0,80.0,44.69,3,4,female
1679,1295,2576,82.96,96.0,80.0,55.61,2,4,female
1680,1920,4496,96.0,96.0,96.0,64.92,2,4,female
1681,945,5441,94.77,96.0,80.0,95.22,2,5,female
1682,3187,8628,93.0,96.0,80.0,97.32,2,5,female
1683,57,8685,82.57,96.0,80.0,41.7,2,5,female
1684,11,8696,82.04,96.0,80.0,38.44,2,5,female
1685,9,8705,80.92,96.0,80.0,30.24,2,6,female
1686,23,23,83.58,96.0,80.0,36.13,2,3,female
1687,29,52,87.11,96.0,80.0,44.96,2,3,female
1688,2854,2906,89.0,96.0,80.0,82.85,2,3,female
1689,128,3034,90.29,96.0,80.0,61.35,2,4,female
1690,67,67,85.47,106.0,80.0,26.73,4,6,male
1691,0,67,89.23,112.0,80.0,19.63,4,6,male
1692,0,0,102.53,122.0,80.0,19.43,4,6,male
1693,0,0,116.83,122.0,112.0,15.27,4,6,male
1694,0,0,107.58,122.0,80.0,21.75,4,1,male
1695,10,10,103.67,121.0,96.0,25.42,4,2,male
1696,34,44,87.83,112.0,80.0,24.55,4,3,male
1697,0,44,104.63,122.0,80.0,18.57,4,3,male
1698,358,402,100.29,122.0,80.0,42.22,2,3,male
1699,78,480,88.4,122.0,80.0,24.78,2,3,male
1700,0,480,84.27,96.0,80.0,22.1,2,4,male
1701,50,530,88.04,122.0,80.0,27.85,2,4,male
1702,0,530,117.15,122.0,96.0,17.32,2,4,male
1703,13,543,112.51,122.0,80.0,21.92,2,4,male
1704,736,1279,91.88,112.0,80.0,41.65,2,5,male
1705,753,2032,82.91,96.0,80.0,40.97,2,5,male
1706,881,2913,81.04,96.0,80.0,45.5,2,5,male
1707,804,3717,89.0,96.0,80.0,44.73,4,5,male
1708,1592,5309,85.78,96.0,80.0,57.88,4,6,male
1709,0,5309,97.47,122.0,80.0,22.55,4,6,male
1710,0,0,116.85,122.0,112.0,18.42,4,6,male
1711,0,0,112.0,112.0,112.0,2.0,4,6,male
1712,0,0,112.0,112.0,112.0,33.0,4,3,male
1713,47,47,90.67,112.0,80.0,54.43,4,3,male
